baker,last_name,series,baker_age,baker_occupation,hometown,episode,technical,result,signature_bake,show_stopper
deborah,Manger,4,51,Dentist,Peterborough,2,8,IN,Fennel & Chilli Breadsticks,Walnut Fleur Loaf
deborah,Manger,4,51,Dentist,Peterborough,3,9,OUT,Tropical Trifle*,Canelé Cherry and Chocolate CakesRose Cookies
deborah,Manger,4,51,Dentist,Peterborough,4,NA,NA,NA,NA
deborah,Manger,4,51,Dentist,Peterborough,5,NA,NA,NA,NA
deborah,Manger,4,51,Dentist,Peterborough,6,NA,NA,NA,NA
deborah,Manger,4,51,Dentist,Peterborough,7,NA,NA,NA,NA
deborah,Manger,4,51,Dentist,Peterborough,8,NA,NA,NA,NA
deborah,Manger,4,51,Dentist,Peterborough,9,NA,NA,NA,NA
deborah,Manger,4,51,Dentist,Peterborough,10,NA,NA,NA,NA
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",1,5,IN,Mum's Sunday Tea Lemon Curd Swiss Roll,Chocolate Ganache Surprises
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",2,7,IN,Parmesan Triangles,"Express, First Class"
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",3,7,IN,Rustic Picnic Rolls,Sharing Savoury Pinwheel
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",4,9,IN,Orange and Lemon Curd Pots,Raspberry Ripple Alaska Swan
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",5,NA,WD,NA,NA
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",6,NA,IN,NA,NA
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",7,NA,IN,NA,NA
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",8,NA,IN,NA,NA
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",9,NA,IN,NA,NA
diana,Beard,5,69,Women's Institute (WI) Judge,"Alkington, Shropshire",10,NA,IN,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",1,5,IN,Madeira Cake with Candied Lemons,Enchanted Forest Gâteau
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",2,1,IN,Almond and Apricot Biscotti with Amber Sugar Crystals,Box of Frogs
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",3,6,OUT,Walnut and Stilton Soda Breads,Unmade Bread
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",4,NA,NA,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",5,NA,NA,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",6,NA,NA,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",7,NA,NA,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",8,NA,NA,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",9,NA,NA,NA,NA
dorret,Conway,6,53,Accountant,"Penwortham, Lancashire",10,NA,NA,NA,NA
edd,Kimber,1,24,Debt collector for Yorkshire Bank,Bradford,1,1,IN,Caramel Cinnamon and Banana Cake,N/A
edd,Kimber,1,24,Debt collector for Yorkshire Bank,Bradford,2,6,IN,Oatmeal Raisin Cookie,Pink Macarons
edd,Kimber,1,24,Debt collector for Yorkshire Bank,Bradford,3,1,IN,Olive Bread,Tomato and Mozzarella
edd,Kimber,1,24,Debt collector for Yorkshire Bank,Bradford,4,3,IN,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer"
edd,Kimber,1,24,Debt collector for Yorkshire Bank,Bradford,5,2,IN,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés"
edd,Kimber,1,24,Debt collector for Yorkshire Bank,Bradford,6,NA,WINNER,Cinnamon and Banana Cake,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",1,9,IN,Raspberry and Lemon Swiss Roll,Coffee and Walnut Battenberg Squares
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",2,9,OUT,Pumpkin and Sunflower Savoury Biscuits,Space Adventure Moon Scene
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",3,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",4,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",5,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",6,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",7,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",8,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",9,NA,NA,NA,NA
enwezor,Nzegwu,5,39,Business Consultant,"Portsmouth, Hampshire",10,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,1,9,IN,Citrus Layer Cake,'One in a Melon' Cake
flo,Atkins,8,71,Retired,Merseyside,2,10,IN,Gin Jam Butties,'Pick My Bones' Game
flo,Atkins,8,71,Retired,Merseyside,3,7,OUT,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture
flo,Atkins,8,71,Retired,Merseyside,4,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,5,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,6,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,7,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,8,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,9,NA,NA,NA,NA
flo,Atkins,8,71,Retired,Merseyside,10,NA,NA,NA,NA
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",1,6,IN,Blood Orange Madeira Cake,Black Forest Gâteau
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",2,2,IN,Wedding Biscotti,Honey and Earl Grey Tea Box
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",3,2,IN,Fig and Hazelnut Rye Breads,Herb Couture
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",4,3,IN,Rhubarb and Ginger Crème Brûlées,Elderflower and Granola Cheesecakes
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",5,3,IN,"Pistachio, Apple and Cardamom Madeleine Cake",Chocolate and Pear Bûche
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",6,2,IN,Apricot and Rosemary Frangipane Tart,Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",7,4,IN,Game Pie with Shallot and Apple Chutney,"Raspberry, Pomegranate and Champagne Charlotte Russe"
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",8,3,IN,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",9,1,OUT,Passion Fruit and Chocolate Tart,Cocoa Carousel
flora,Shedden,6,19,Art gallery assistant,"Dunkeld, Perth and Kinross",10,NA,NA,NA,NA
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",1,7,IN,Giant Jam Sandwich,Secret Squirrel Cake
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",2,2,IN,Giant Matchsticks,Sailor's Knot
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",3,8,IN,Apple and Blackberry Crumble Trifle,'Ballet Bites' Ginger NutcrackersSugar Plum Fairy Cakes
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",4,1,IN,Peach Pie In the Sky,Cherry Tree Baklava Filo Pie
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",5,3,IN,Millionaire Banoffee Bonus,Biscuit Buttons and Beads
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",6,2,IN,Chai Tea Loaf,Hot Cross BriochesRhubarb and Custard Kolaches
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",7,5,STAR BAKER,Figgy Roll-y Poly Puddingwith Caramelised Walnut and Honey Ice-Cream,French Framboise Cream HornsSheet Music Mille-feuilleBass Clef Palmiers
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",8,3,IN,'Chelsea Flour Show' Bun Bouquet,"Hidden Carrot Cake (Ground Praline, Beetroot and Walnut)"
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",9,2,IN,"Legume Canapés:
Chantenay CarrotsChoux Pastry TomatoesCauliflower Cheese Scones",Great British Soap Opera Cake
frances,Quinn,4,31,Children's Clothes Designer,"Market Harborough, Leicestershire",10,3,WINNER,Rainbow Picnic Pie,Midsummer Night's Dream Wedding Cake
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",1,4,IN,Strawberries and Cream Cake,Almond and Espresso Chocolate Cake
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",2,7,IN,Rosemary and Parmesan Grissini,Harvest Crown
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",3,1,IN,Raspberry and Almond Trifle,Billionaire BouchéesOrange Financiers
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",4,9,IN,Apple & Maple Syrup Pie,Spanakopita (Walnut and Feta Cheese)
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",5,2,IN,Apricot and Pistachio Tiffin,Shortbread and Macaron Helter-Skelter
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",6,5,IN,Devonshire Panettone,Almond and Apricot BriochesSticky Caramel Kanelbullen
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",7,3,OUT,Prune and Armagnac Puddingwith Boozy Butterscotch Sauce,Caramelised Apple and Marzipan TartletsChocolate Elephant EarsPassion Fruit Mille-feuille
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",8,NA,NA,NA,NA
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",9,NA,NA,NA,NA
glenn,Cosby,4,37,English Teacher,"Teignmouth, Devon",10,NA,NA,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,1,12,IN,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,2,12,IN,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,3,8,IN,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,4,9,IN,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,5,1,OUT,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,6,NA,NA,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,7,NA,NA,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,8,NA,NA,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,9,NA,NA,NA,NA
helena,Garcia,10,40,Online project manager,Leeds,10,NA,NA,NA,NA
henry,Bird,10,20,Student,Durham,1,1,IN,NA,NA
henry,Bird,10,20,Student,Durham,2,6,IN,NA,NA
henry,Bird,10,20,Student,Durham,3,1,IN,NA,NA
henry,Bird,10,20,Student,Durham,4,3,IN,NA,NA
henry,Bird,10,20,Student,Durham,5,3,IN,NA,NA
henry,Bird,10,20,Student,Durham,6,4,IN,NA,NA
henry,Bird,10,20,Student,Durham,7,3,STAR BAKER,NA,NA
henry,Bird,10,20,Student,Durham,8,5,OUT,NA,NA
henry,Bird,10,20,Student,Durham,9,NA,NA,NA,NA
henry,Bird,10,20,Student,Durham,10,NA,NA,NA,NA
holly,Bell,2,31,Advertising executive,Leicester,1,1,STAR BAKER,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN
holly,Bell,2,31,Advertising executive,Leicester,2,4,IN,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts
holly,Bell,2,31,Advertising executive,Leicester,3,6,IN,Picnic Loaf,Stilton and Walnut Rolls
holly,Bell,2,31,Advertising executive,Leicester,4,3,STAR BAKER,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)"
holly,Bell,2,31,Advertising executive,Leicester,5,4,IN,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie
holly,Bell,2,31,Advertising executive,Leicester,6,3,IN,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche
holly,Bell,2,31,Advertising executive,Leicester,7,1,IN,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits"
holly,Bell,2,31,Advertising executive,Leicester,8,2,Runner-up,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich
howard,Middleton,4,51,Council Worker,Sheffield,1,6,IN,Passion Fruit and Coconut Cake,Black Forest Revisited
howard,Middleton,4,51,Council Worker,Sheffield,2,10,IN,Moroccan Breadsticks,Picasso Sun Bread
howard,Middleton,4,51,Council Worker,Sheffield,3,7,IN,Caramel and Apple Trifle*,Black Coffee and Cardamom CakesWhite Stilton and Pear Biscuits
howard,Middleton,4,51,Council Worker,Sheffield,4,5,IN,Apple Pie with Sage Pastry,Fresh Fig and Feta Filo Flan
howard,Middleton,4,51,Council Worker,Sheffield,5,8,IN,Breakfast Traybake,Japanese Pagoda Tea Tower
howard,Middleton,4,51,Council Worker,Sheffield,6,7,OUT,Date & Hemp Yorkshire Loaf,Peachy BunsGerman Baumschnecken
howard,Middleton,4,51,Council Worker,Sheffield,7,NA,NA,NA,NA
howard,Middleton,4,51,Council Worker,Sheffield,8,NA,NA,NA,NA
howard,Middleton,4,51,Council Worker,Sheffield,9,NA,NA,NA,NA
howard,Middleton,4,51,Council Worker,Sheffield,10,NA,NA,NA,NA
iain,Watters,5,31,Construction Engineer,London/Belfast,1,4,IN,Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon"
iain,Watters,5,31,Construction Engineer,London/Belfast,2,11,IN,Za'atar and Fig Biscuits,Wild West Scene
iain,Watters,5,31,Construction Engineer,London/Belfast,3,9,IN,Cranberry and Walnut Rye Bread Rolls,Moroccan Plaited with a Bessara Dip
iain,Watters,5,31,Construction Engineer,London/Belfast,4,6,OUT,"Chocolate, Lime and Raspberry Fondants","Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)"
iain,Watters,5,31,Construction Engineer,London/Belfast,5,NA,NA,NA,NA
iain,Watters,5,31,Construction Engineer,London/Belfast,6,NA,NA,NA,NA
iain,Watters,5,31,Construction Engineer,London/Belfast,7,NA,NA,NA,NA
iain,Watters,5,31,Construction Engineer,London/Belfast,8,NA,NA,NA,NA
iain,Watters,5,31,Construction Engineer,London/Belfast,9,NA,NA,NA,NA
iain,Watters,5,31,Construction Engineer,London/Belfast,10,NA,NA,NA,NA
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",1,8,IN,Somewhere West of Madeira Cake,Black Forest Cherry Tree
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",2,3,STAR BAKER,"Orange, Rosemary and Almond Biscotti",Sandwich de la Confiture
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",3,1,STAR BAKER,Wild Garlic Pesto Soda Breads,Flour Power
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",4,4,STAR BAKER,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",5,5,IN,Honey and Flowers Cake,Dessert Island
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",6,3,IN,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",7,5,IN,Roadkill Pie,Victoria's Crown Charlotte Russe
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",8,2,IN,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",9,3,IN,Chocolate and Bay Tart,Chocolate Well
ian,Cumming,6,41,Travel photographer,"Great Wilbraham, Cambridgeshire",10,2,Runner-up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",1,10,IN,Apple and Cinnamon Cupcakes,UNKNOWN
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",2,2,IN,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",3,10,OUT,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",4,NA,NA,NA,NA
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",5,NA,NA,NA,NA
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",6,NA,NA,NA,NA
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",7,NA,NA,NA,NA
ian,Vallance,2,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire",8,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,1,11,OUT,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,2,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,3,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,4,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,5,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,6,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,7,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,8,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,9,NA,NA,NA,NA
imelda,McCarron,9,33,Countryside recreation officer,County Tyrone,10,NA,NA,NA,NA
james,Hillery,8,46,Banker,"Brentwood, Essex",1,2,IN,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake
james,Hillery,8,46,Banker,"Brentwood, Essex",2,3,IN,Rhubarb and Custard Whirls,'Coppit' Game
james,Hillery,8,46,Banker,"Brentwood, Essex",3,9,IN,Nordic Teacakes,'Owl in the Woods' Bread Sculpture
james,Hillery,8,46,Banker,"Brentwood, Essex",4,2,IN,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake
james,Hillery,8,46,Banker,"Brentwood, Essex",5,7,OUT,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine
james,Hillery,8,46,Banker,"Brentwood, Essex",6,NA,NA,NA,NA
james,Hillery,8,46,Banker,"Brentwood, Essex",7,NA,NA,NA,NA
james,Hillery,8,46,Banker,"Brentwood, Essex",8,NA,NA,NA,NA
james,Hillery,8,46,Banker,"Brentwood, Essex",9,NA,NA,NA,NA
james,Hillery,8,46,Banker,"Brentwood, Essex",10,NA,NA,NA,NA
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",1,2,IN,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake"
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",2,2,IN,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",3,1,STAR BAKER,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart"
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",4,5,IN,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",5,6,IN,Four Pig Wellington,Sweet Potato Pie
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",6,7,IN,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel"
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",7,1,IN,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",8,1,STAR BAKER,"Smoky Cayenne, Cumin and Chilli Crackers",Gingerbread Barn
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",9,1,STAR BAKER,"Lemon and Rhubarb TartletsChocolate Indulgence Petits FoursChilli, Lime and Raspberry Macaroons","Coffee, Caramel and Hazelnut Paris-Brest"
james,Morton,3,21,Medical student,"Hillswick, Shetland Islands",10,1,Runner-up,Spanish Pithivier with Chorizo and Red Pepper,United Chiffon Cakes
jamie,Finn,10,20,Part-time waiter,Surrey,1,13,IN,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,2,11,OUT,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,3,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,4,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,5,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,6,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,7,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,8,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,9,NA,NA,NA,NA
jamie,Finn,10,20,Part-time waiter,Surrey,10,NA,NA,NA,NA
jane,Beedle,7,61,Garden designer,Beckenham,1,7,STAR BAKER,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake
jane,Beedle,7,61,Garden designer,Beckenham,2,2,IN,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat
jane,Beedle,7,61,Garden designer,Beckenham,3,9,IN,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre
jane,Beedle,7,61,Garden designer,Beckenham,4,3,IN,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros
jane,Beedle,7,61,Garden designer,Beckenham,5,1,IN,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
jane,Beedle,7,61,Garden designer,Beckenham,6,4,IN,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar
jane,Beedle,7,61,Garden designer,Beckenham,7,4,IN,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
jane,Beedle,7,61,Garden designer,Beckenham,8,5,IN,Tudor Rose Pies,Swans
jane,Beedle,7,61,Garden designer,Beckenham,9,1,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies
jane,Beedle,7,61,Garden designer,Beckenham,10,3,Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",1,8,IN,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",2,8,IN,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",3,8,IN,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",4,4,IN,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons"
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",5,1,STAR BAKER,Chicken and Chestnut Pie,Rhubarb Meringue Pie
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",6,5,IN,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",7,4,OUT,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat
janet,Basu,2,63,Teacher of Modern Languages,"Formby, Liverpool",8,NA,NA,NA,NA
jasminder,Randhawa,1,45,Assistant Credit Control Manager,Birmingham,1,NA,IN,Fresh Mango and Passion Fruit Hummingbird Cake,N/A
jasminder,Randhawa,1,45,Assistant Credit Control Manager,Birmingham,2,2,IN,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs
jasminder,Randhawa,1,45,Assistant Credit Control Manager,Birmingham,3,5,IN,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots"
jasminder,Randhawa,1,45,Assistant Credit Control Manager,Birmingham,4,2,IN,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble"
jasminder,Randhawa,1,45,Assistant Credit Control Manager,Birmingham,5,4,OUT,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés"
jasminder,Randhawa,1,45,Assistant Credit Control Manager,Birmingham,6,NA,NA,NA,NA
jason,White,2,19,Civil Engineering Student,Croydon,1,6,IN,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN
jason,White,2,19,Civil Engineering Student,Croydon,2,3,STAR BAKER,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts
jason,White,2,19,Civil Engineering Student,Croydon,3,7,IN,Cheese and Onion Tear and Share Loaf,UNKNOWN
jason,White,2,19,Civil Engineering Student,Croydon,4,1,STAR BAKER,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)"
jason,White,2,19,Civil Engineering Student,Croydon,5,7,OUT,Brown Down Chicken Pie,Plum Meringue Pie
jason,White,2,19,Civil Engineering Student,Croydon,6,NA,NA,NA,NA
jason,White,2,19,Civil Engineering Student,Croydon,7,NA,NA,NA,NA
jason,White,2,19,Civil Engineering Student,Croydon,8,NA,NA,NA,NA
jo,Wheatley,2,41,Housewife,"Ongar, Essex",NA,NA,NA,NA,NA
john,Whaite,3,22,Law student,Wigan,1,11,IN,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake
john,Whaite,3,22,Law student,Wigan,2,1,STAR BAKER,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
john,Whaite,3,22,Law student,Wigan,3,6,IN,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
